name,position,debut,last
Patrick Washington,Fullback,2001,2002
Rashad Washington,Defensive Back,2004,2007
Robert Washington,Tackle,1987,1987
Ronnie Washington,Linebacker,1985,1989
Russ Washington,Tackle,1968,1982
Sam Washington,Defensive Back,1982,1985
Scotty Washington,Wide Receiver,2022,2022
Tavares Washington,Guard,2008,2008
Ted Washington,Linebacker,1973,1982
Ted Washington,Nose Tackle,1991,2007
Teddy Washington,Running back,1968,1968
Tim Washington,Defensive Back,1982,1982
Todd Washington,Guard,1998,2005
Tony Washington,Wide Receiver,2015,2016
Vic Washington,Running back,1971,1976
Jim Waskiewicz,Center,1966,1969
Lloyd Wasserbach,Tackle,1946,1947
Bob Waterfield+,Quarterback,1945,1952
Andre Waters,Defensive Back,1984,1995
Anthony Waters,Linebacker,2008,2010
Bob Waters,Quarterback,1960,1963
Brian Waters,Guard,2000,2013
Charlie Waters,Defensive Back,1970,1981
Dale Waters,Tackle,1931,1933
Herb Waters,Cornerback,2016,2016
Mike Waters,Tight End,1986,1987
Earl Watford,Offensive Guard,2014,2019
Jerry Watford,Guard,1953,1954
Pete Wathen,End,1922,1922
Bobby Watkins,Halfback,1955,1958
Bobby Watkins,Defensive Back,1982,1988
Carlos Watkins,Defensive Tackle,2017,2024
Danny Watkins,Offensive Lineman,2011,2013
Foster Watkins,Quarterback,1940,1941
Gordon Watkins,Tackle,1930,1931
Jaylen Watkins,Cornerback,2014,2020
Kendell Watkins,Tight End,1995,1995
Larry Watkins,Running back,1969,1977
Pat Watkins,Defensive Back,2006,2010
Quez Watkins,Wide Receiver,2020,2023
Rokevious Watkins,Offensive Tackle,2012,2013
Sammy Watkins,Wide Receiver,2014,2022
Todd Watkins,Wide Receiver,2008,2009
Tom Watkins,Halfback,1961,1968
Allan Watson,Kicker,1970,1970
Ben Watson,Tight End,2004,2019
Blake Watson,Running back,2024,2024
Chris Watson,Defensive Back,1999,2002
Christian Watson,Wide Receiver,2022,2024
Courtney Watson,Linebacker,2004,2005
Dave Watson,Guard,1963,1964
Dekoda Watson,Outside Linebacker,2010,2019
Deshaun Watson,Quarterback,2017,2024
Ed Watson,Linebacker,1969,1969
Eddie Watson,Running back,1999,1999
Ernest Watson,Blocking Back,1920,1920
Gabe Watson,Defensive Tackle,2006,2010
Jaylen Watson,Defensive Back,2022,2024
Jim Watson,Center,1945,1945
Joe Watson,Center,1950,1950
John Watson,Guard,1971,1979
Josh Watson,Linebacker,2019,2021
Justin Watson,Running back,1999,2001
Justin Watson,Wide Receiver,2018,2024
Kenny Watson,Running back,2002,2008
Leroy Watson,Offensive Lineman,2023,2024
Louis Watson,Wide Receiver,1987,1987
Menelik Watson,Offensive Tackle,2013,2017
Nathaniel Watson,Linebacker,2024,2024
Pete Watson,Tight End,1972,1972
Rat Watson,Back,1922,1927
Remi Watson,Wide Receiver,1987,1987
Sid Watson,Halfback,1955,1958
Steve Watson,Wide Receiver,1979,1987
Terrell Watson,Running back,2016,2017
Tim Watson,Defensive Back,1993,1997
Chris Watt,Offensive Guard,2014,2015
Derek Watt,Fullback,2016,2022
J.J. Watt,Defensive End,2011,2022
Joe Watt,Halfback,1947,1949
T.J. Watt,Outside Linebacker,2017,2024
Walt Watt,Halfback,1945,1945
Frank Wattelet,Defensive Back,1981,1988
Luke Wattenberg,Offensive Lineman,2022,2024
Bob Watters,Defensive End,1962,1964
Len Watters,End,1924,1924
Orlando Watters,Defensive Back,1994,1994
Ricky Watters,Running back,1992,2001
Scott Watters,Linebacker,1987,1987
Armani Watts,Free Safety,2018,2021
Armon Watts,Defensive Lineman,2019,2024
Brandon Watts,Outside Linebacker,2014,2015
Craig Watts,Guard,2016,2016
Damon Watts,Defensive Back,1994,1997
Darius Watts,Wide Receiver,2004,2005
Elbert Watts,Defensive Back,1986,1986
Eric Watts,Defensive Lineman,2024,2024
George Watts,Tackle,1942,1942
Markees Watts,Linebacker,2023,2024
Randy Watts,Defensive End,1987,1987
Rickey Watts,Wide Receiver,1979,1983
Robert Watts,Linebacker,1978,1978
Ted Watts,Defensive Back,1981,1987
Trey Watts,Running back,2014,2015
Charles Way,Running back,1995,1999
Charlie Way,Wingback,1921,1924
Tress Way,Punter,2014,2024
Dave Waymer,Defensive Back,1980,1992
Jared Wayne,Wide Receiver,2024,2024
Nate Wayne,Outside Linebacker,1998,2005
Reggie Wayne,Wide Receiver,2001,2014
Trae Waynes,Cornerback,2015,2021
Russell Wayt,Linebacker,1965,1965
Jester Weah,Wide Receiver,2019,2019
Bob Wear,Center,1942,1942
Fred Weary,Defensive Back,1998,2003
Fred Weary,Guard,2002,2007
Jim Weatherall,Defensive Tackle,1955,1960
Jim Weatherford,Defensive Back,1969,1969
Sterling Weatherford,Defensive Back,2022,2022
Steve Weatherford,Punter,2006,2015
Colston Weatherington,Defensive End,2002,2002
Bones Weatherly,Linebacker,1950,1954
Jim Weatherly,Center,1976,1976
Stephen Weatherly,Outside Linebacker,2016,2021
Andre Weathers,Defensive Back,1999,2000
Carl Weathers,Linebacker,1970,1971
Clarence Weathers,Wide Receiver,1983,1991
Cop Weathers,Guard,1926,1926
Curtis Weathers,Linebacker,1979,1985
Robert Weathers,Running back,1982,1986
Dennis Weathersby,Defensive Back,2003,2003
Cephus Weatherspoon,Wide Receiver,1972,1972
Chuck Weatherspoon,Running back,1991,1991
Sean Weatherspoon,Linebacker,2010,2017
Jim Weatherwax,Defensive Tackle,1966,1969
Anthony Weaver,Defensive End,2002,2008
Buck Weaver,Guard,1930,1930
Charlie Weaver,Linebacker,1971,1981
Curtis Weaver,Linebacker,2021,2021
Emanuel Weaver,Nose Tackle,1982,1987
Gary Weaver,Linebacker,1973,1979
Herman Weaver,Punter,1970,1980
Jed Weaver,Tight End,1999,2004
John Weaver,Guard,1949,1949
Larrye Weaver,Halfback,1955,1955
Leonard Weaver,Running back,2005,2010
Rashad Weaver,Defensive Lineman,2021,2024
Red Weaver,Center,1923,1923
Xavier Weaver,Wide Receiver,2024,2024
Allan Webb,Defensive Back,1961,1965
Art Webb,Tackle,1920,1922
B.W. Webb,Cornerback,2013,2019
Chuck Webb,Fullback,1991,1991
Davis Webb,Quarterback,2021,2022
Dee Webb,Defensive Back,2006,2006
Don Webb,Defensive Back,1961,1971
George Webb,End,1943,1943
Marcus Webb,Tackle,2010,2020
Jeff Webb,Wide Receiver,2006,2008
Jimmy Webb,Defensive Tackle,1975,1981
Joe Webb,Wide Receiver,2010,2020
Ken Webb,Halfback,1958,1963
Lardarius Webb,Defensive Back,2009,2017
Mark Webb,Defensive Back,2021,2021
Raleigh Webb,Wide Receiver,2022,2022
Richmond Webb,Tackle,1990,2002
Sam Webb,Cornerback,2022,2024
Dutch Webber,End,1924,1930
Harry Webber,End,1920,1923
Charlie Weber,Guard,1926,1926
Chuck Weber,Outside Linebacker,1955,1961
Dick Weber,Tailback,1945,1945
Alex Webster,Halfback,1955,1964
Corey Webster,Defensive Back,2005,2013
Cornell Webster,Defensive Back,1977,1980
Dave Webster,Defensive Back,1960,1961
Elnardo Webster,Linebacker,1992,1992
George Webster,Linebacker,1967,1976
Jason Webster,Defensive Back,2000,2008
Kayvon Webster,Cornerback,2013,2019
Ken Webster,Cornerback,2019,2020
Kevin Webster,Guard,1987,1987
Larry Webster,Defensive Tackle,1992,2002
Larry Webster,Defensive End,2016,2016
Mike Webster+,Center,1974,1990
Nate Webster,Linebacker,2000,2008
Nsimba Webster,Wide Receiver,2019,2022
Tim Webster,Kicker,1971,1971
Floyd Wedderburn,Guard,2000,2002
Mike Weddington,Outside Linebacker,1986,1990
Eric Weddle,Defensive Back,2007,2021
Dick Wedel,Guard,1948,1948
Herm Wedemeyer,Back,1948,1949
Scott Wedige,Offensive Lineman,2012,2012
Tad Weed,Kicker,1955,1955
Brandon Weeden,Quarterback,2012,2018
Don Weedon,Guard,1947,1947
George Weeks,Defensive End,1944,1944
Jon Weeks,Center,2010,2024
Marquis Weeks,Running back,2006,2006
Darrion Weems,Tackle,2015,2016
Eric Weems,Wide Receiver,2007,2017
Norris Weese,Quarterback,1976,1979
Bucky Wegener,Guard,1962,1963
Mike Weger,Defensive Back,1967,1977
Ted Wegert,Halfback,1955,1960
Brandon Wegher,Running back,2015,2015
Ray Wehba,End,1943,1944
Roger Wehrli+,Defensive Back,1969,1982
Bert Weidner,Guard,1990,1995
Lee Weigel,Running back,1987,1987
Jack Weil,Punter,1986,1987
Chuck Weimer,Back,1929,1931
Henry Weinberg,Guard,1934,1934
Sol Weinberg,Tailback,1923,1923
Art Weiner,End,1950,1950
Bernie Weiner,Guard,1942,1942
Reds Weiner,Back,1934,1934
Todd Weiner,Tackle,1998,2008
Chris Weinke,Quarterback,2001,2007
Arnie Weinmeister+,Defensive Tackle,1948,1953
Izzy Weinstock,Fullback,1935,1938
Ed Weir,Tackle,1926,1928
Joe Weir,End,1927,1927
Sammy Weir,Wide Receiver,1965,1966
Ed Weisacosky,Linebacker,1967,1972
Dick Weisgerber,Back,1938,1942
Clayton Weishuhn,Linebacker,1982,1987
Howie Weiss,Fullback,1939,1940
John Weiss,End,1944,1947
Ron Weissenhofer,Linebacker,1987,1987
Tripp Welborne,Defensive Back,1992,1992
John Welbourn,Guard,1999,2007
Claxton Welch,Running back,1969,1973
Gibby Welch,Back,1928,1929
Herb Welch,Defensive Back,1985,1991
Jim Welch,Defensive Back,1960,1968
Kristian Welch,Outside Linebacker,2020,2024
Thomas Welch,Tackle,2011,2013
Harold Weldin,Center,1934,1934
Bodie Weldon,Wingback,1920,1920
Casey Weldon,Quarterback,1993,1999
Larry Weldon,Quarterback,1944,1945
Wes Welker,Wide Receiver,2004,2015
Joe Wellborn,Center,1966,1966
Bub Weller,Tackle,1923,1928
Rabbit Weller,Wingback,1933,1933
Gary Wellman,Wide Receiver,1992,1994
Mike Wellman,Center,1979,1980
Arthur Wells,Tight End,1987,1987
Beanie Wells,Running back,2009,2012
Billy Wells,Halfback,1954,1960
Bob Wells,Tackle,1968,1970
Dana Wells,Nose Tackle,1989,1989
David Wells,Tight End,2021,2023
Dean Wells,Linebacker,1993,2001
Don Wells,Defensive End,1946,1949
Harold Wells,Linebacker,1965,1968
Joel Wells,Halfback,1961,1961
Jonathan Wells,Running back,2002,2005
Josh Wells,Tackle,2014,2022
Kent Wells,Defensive Tackle,1990,1990
Mike Wells,Quarterback,1977,1977
Mike Wells,Tight End,1987,1987
Mike Wells,Defensive Tackle,1994,2001
Norm Wells,Defensive Tackle,1980,1980
Ray Wells,Linebacker,2003,2004
Reggie Wells,Guard,2003,2012
Scott Wells,Guard,2004,2014
Terry Wells,Running back,1974,1975
Warren Wells,Split End,1964,1970
Doug Wellsandt,Tight End,1990,1990
Woodchuck Welmas,End,1923,1923
Jim Welsh,Guard,1923,1926
Jonathan Welsh,Defensive End,2005,2005
Tom Welter,Tackle,1987,1987
Larry Weltman,Back,1922,1922
Don Wemple,End,1941,1941
Martin Wendell,Guard,1949,1949
Ryan Wendell,Center,2009,2016
Jack Wender,Running back,1977,1977
Hal Wendler,Blocking Back,1926,1926
Joe Wendlick,End,1940,1941
John Wendling,Defensive Back,2007,2013
Joe Wendryhoski,Center,1964,1968
Ken Wendt,Guard,1932,1932
Al Wenglikowski,Linebacker,1984,1987
Obe Wenig,End,1920,1922
Ad Wenke,Tackle,1923,1923
Austin Wentworth,Tackle,2014,2014
Cy Wentworth,Back,1925,1929
Barney Wentz,Fullback,1925,1928
Carson Wentz,Quarterback,2016,2024
Jeff Wenzel,Tackle,1987,1987
Ralph Wenzel,End,1942,1942
Ralph Wenzel,Guard,1966,1973
Dick Werder,Guard,1948,1948
Red Werder,Center,1920,1921
Bob Werl,Defensive End,1966,1966
Bjoern Werner,Defensive End,2013,2015
Clyde Werner,Outside Linebacker,1970,1976
Greg Werner,Tight End,1989,1989
Pete Werner,Linebacker,2021,2024
Ray Wersching,Kicker,1973,1987
Mule Werwaiss,Tackle,1926,1926
Al Wesbecher,Center,1920,1920
Trevon Wesco,Tight End,2019,2023
Antoine Wesley,Wide Receiver,2021,2021
Bull Wesley,Center,1926,1930
Dante Wesley,Defensive Back,2002,2010
Ondre Wesley,Tackle,2015,2015
Greg Wesley,Defensive Back,2000,2007
Joe Wesley,Linebacker,1999,2001
Ricky Wesson,Defensive Back,1977,1977
Belf West,Tackle,1921,1921
Bill West,Defensive Back,1972,1972
Burr West,Tackle,1941,1941
Charcandrick West,Running back,2014,2018
Charlie West,Defensive Back,1968,1979
Chastin West,Wide Receiver,2011,2011
Dave West,Defensive Back,1963,1963
Derek West,Tackle,1995,1997
Ed West,Tight End,1984,1997
Jeff West,Punter,1975,1985
Lyle West,Defensive Back,1999,2003
Mel West,Halfback,1961,1962
Pat West,Fullback,1945,1948
Robert West,Wide Receiver,1972,1974
Ronnie West,Wide Receiver,1992,1992
Stan West,Defensive Guard,1950,1957
Terrance West,Running back,2014,2017
Troy West,Defensive Back,1987,1987
Walter West,Fullback,1944,1944
Willie West,Defensive Back,1960,1968
Brian Westbrook,Running back,2002,2010
Bryant Westbrook,Defensive Back,1997,2002
Byron Westbrook,Defensive Back,2009,2011
Dede Westbrook,Wide Receiver,2017,2021
Don Westbrook,Wide Receiver,1977,1981
Michael Westbrook,Wide Receiver,1995,2002
Ikhine,Wide Receiver,2020,2024
Ethan Westbrooks,Defensive End,2014,2021
Greg Westbrooks,Linebacker,1975,1981
Cleve Wester,Running back,1987,1987
Leonard Wester,Tackle,2016,2018
Christian Westerman,Offensive Guard,2017,2018
Jamaal Westerman,Defensive End,2009,2013
Bob Westfall,Fullback,1944,1947
Ed Westfall,Back,1932,1933
Dick Westmoreland,Defensive Back,1963,1969
Eric Westmoreland,Linebacker,2001,2004
Jeff Weston,Tackle,1979,1982
Rhondy Weston,Defensive End,1989,1989
Jack Westover,Tight End,2024,2024
Chris Westry,Cornerback,2020,2021
Ryan Wetnight,Tight End,1993,2000
Bob Wetoska,Tackle,1960,1969
Chet Wetterlund,Tailback,1942,1942
Max Wettstein,Tight End,1966,1966
Harlan Wetz,Tackle,1947,1947
Buzz Wetzel,Fullback,1935,1935
John Wetzel,Tackle,2016,2020
Marty Wetzel,Linebacker,1981,1981
Ron Wetzel,Tight End,1983,1983
Bill Wexler,Center,1930,1930
Bill Whalen,Center,1920,1924
Griff Whalen,Wide Receiver,2013,2017
James Whalen,Tight End,2000,2003
Jerry Whalen,Center,1948,1948
Jim Whalen,Tight End,1965,1971
Ryan Whalen,Wide Receiver,2011,2013
Ben Whaley,Guard,1949,1949
Tom Wham,Defensive End,1949,1951
Hogan Wharton,Guard,1960,1963
Tershawn Wharton,Defensive End,2020,2024
Travelle Wharton,Tackle,2004,2013
Jim Whatley,Tackle,1936,1938
Tyrus Wheat,Linebacker,2023,2024
Warren Wheat,Guard,1989,1991
Austin Wheatley,Tight End,2000,2000
Terrence Wheatley,Defensive Back,2008,2010
Tyrone Wheatley,Running back,1995,2004
Tyrone Wheatley Jr.,Offensive Lineman,2023,2023
Kenny Wheaton,Defensive Back,1997,1999
Markus Wheaton,Wide Receiver,2013,2018
Chad Wheeler,Offensive Tackle,2017,2020
Cowboy Wheeler,End,1921,1923
Damen Wheeler,Defensive Back,2001,2001
Dwight Wheeler,Tackle,1978,1988
Ernie Wheeler,Defensive Back,1939,1942
Leonard Wheeler,Defensive Back,1992,1998
Manch Wheeler,Quarterback,1962,1962
Mark Wheeler,Tight End,1987,1987
Mark Wheeler,Defensive Tackle,1992,1999
Philip Wheeler,Linebacker,2008,2016
Ron Wheeler,Tight End,1987,1987
Ted Wheeler,Guard,1967,1970
Wayne Wheeler,Wide Receiver,1974,1974
Ernie Wheelwright,Running back,1964,1970
Ernie Wheelwright,Wide Receiver,2008,2008
Daniel Whelan,Punter,2023,2024
Tom Whelan,End,1920,1921
Tommy Whelan,Tailback,1933,1933
Craig Whelihan,Quarterback,1997,1998
Larry Whigham,Defensive Back,1994,2002
Guy Whimper,Tackle,2006,2013
Ray Whipple,End,1920,1920
Jodie Whire,Fullback,1933,1933
Ken Whisenhunt,Tight End,1985,1992
Bill Whitaker,Defensive Back,1981,1984
Creston Whitaker,Wide Receiver,1972,1972
Danta Whitaker,Tight End,1990,1993
Ronyell Whitaker,Defensive Back,2003,2007
Frank Whitcomb,Guard,1920,1921
Adrian White,Defensive Back,1987,1993
Alberto White,Defensive End,1994,1996
Allie White,Guard,1939,1939
Andre White,Tight End,1967,1968
Blair White,Wide Receiver,2010,2011
Bob White,Halfback,1951,1955
Bob White,Fullback,1960,1960
Bob White,Center,1987,1989
Brad White,Nose Tackle,1981,1987
Buck White,Fullback,1925,1929
Bucky White,Defensive Back,1987,1987
Charles White,Running back,1980,1988
Charlie White,Running back,1977,1978
Chris White,Defensive Back,1987,1987
Chris White,Defensive End,2000,2000
Chris White,Center,2005,2010
Chris White,Outside Linebacker,2011,2014
Clayton White,Linebacker,2001,2001
Cody White,Guard,2013,2013
Cody White,Wide Receiver,2021,2024
Corey White,Strong Safety,2012,2016
Craig White,Wide Receiver,1984,1984
D.J. White,Cornerback,2016,2019
Danny White,Quarterback,1976,1988
Daryl White,Guard,1974,1974
DaShaun White,Linebacker,2024,2024
David White,Linebacker,1993,1996
DeAndrew White,Wide Receiver,2015,2019
Devin White,Outside Linebacker,2019,2024
Dewayne White,Defensive End,2003,2009
Dez White,Wide Receiver,2000,2005
Dwayne White,Guard,1990,1996
Dwight White,Defensive End,1971,1980
Ed White,Guard,1969,1985
Ellery White,Wingback,1926,1926
Freeman White,Tight End,1966,1969
Gene White,Guard,1946,1946
Gene White,Defensive Back,1954,1954
Gerald White,Running back,1987,1987
Harvey White,Quarterback,1960,1960
Jamel White,Running back,2000,2005
James White,Defensive Tackle,1976,1983
James White,Running back,2014,2021
Jan White,Tight End,1971,1972
Javin White,Defensive Back,2020,2021
Jeff White,Kicker,1973,1973
Jeris White,Defensive Back,1974,1982
Jim White,Tackle,1946,1950
Jim White,Defensive End,1972,1976
John White,Tight End,1960,1962
Johnny White,Running back,2011,2012
Jordan White,Wide Receiver,2012,2012
Jose White,Defensive Tackle,1997,1998
Keion White,Defensive Lineman,2023,2024
Kevin White,Wide Receiver,2016,2022
Kyzir White,Safety,2018,2024
Lawrence White,Wide Receiver,1987,1987
Lee White,Running back,1968,1972
LenDale White,Running back,2006,2009
Leon White,Linebacker,1986,1993
Lorenzo White,Running back,1988,1995
Lyman White,Linebacker,1981,1982
Mac White,End,1922,1923
Markus White,Defensive End,2011,2012
Marsh White,Running back,1975,1976
Marvin White,Defensive Back,2007,2010
Melvin White,Cornerback,2013,2014
Mike White,Defensive Tackle,1979,1982
Mike White,Quarterback,2021,2024
Myles White,Wide Receiver,2013,2015
Pat White,Wide Receiver,2009,2009
Paul White,Halfback,1947,1947
Paul White,Running back,1970,1971
Phil White,Back,1925,1927
Rachaad White,Running back,2022,2024
Ralph White,End,1927,1927
Randy White+,Defensive Tackle,1975,1988
Ray White,Linebacker,1971,1976
Reggie White+,Defensive End,1985,2000
Reggie White,Nose Tackle,1992,1995
Reggie White,Running back,2001,2001
Robb White,Defensive End,1988,1990
Robert White,End,1923,1923
Roddy White,Wide Receiver,2005,2015
Russell White,Running back,1993,1993
Sammy White,Wide Receiver,1976,1985
Sheldon White,Defensive Back,1988,1993
Sherman White,Defensive End,1972,1983
Stan White,Linebacker,1972,1982
Steve White,Defensive End,1996,2002
Stylez G. White,Defensive End,2007,2010
Tarzan White,Guard,1937,1945
Tim White,Wide Receiver,2018,2018
Tracy White,Outside Linebacker,2003,2012
Davious White,Cornerback,2017,2024
Walter White,Tight End,1975,1979
Whizzer White,Tailback,1938,1941
Wilbur White,Back,1935,1936
Wilford White,Halfback,1951,1952
William White,Defensive Back,1988,1998
Zamir White,Running back,2022,2024
Marv Whited,Guard,1942,1945
Mike Whited,Tackle,1980,1980
Cody Whitehair,Offensive Guard,2016,2024
Bud Whitehead,Defensive Back,1961,1968
Jermaine Whitehead,Defensive Back,2016,2019
Jordan Whitehead,Strong Safety,2018,2024
Lucky Whitehead,Wide Receiver,2015,2016
Tahir Whitehead,Outside Linebacker,2012,2021
Walker Whitehead,Tailback,1922,1922
Willie Whitehead,Defensive End,1999,2006
Blake Whiteheart,Tight End,2023,2024
Charlie Whitehurst,Quarterback,2006,2016
David Whitehurst,Quarterback,1977,1983
Keyon Whiteside,Linebacker,2003,2004
Nick Whiteside,Cornerback,2023,2023
A.D. Whitfield,Running back,1965,1968
Bob Whitfield,Tackle,1992,2006
Brandon Whiting,Defensive End,1998,2004
Teag Whiting,Tackle,2002,2002
Blake Whitlatch,Linebacker,1978,1978
Benton Whitley,Defensive End,2023,2024
Curtis Whitley,Center,1992,1997
Hall Whitley,Linebacker,1960,1960
James Whitley,Defensive Back,2002,2004
Taylor Whitley,Guard,2004,2005
Wilson Whitley,Defensive Tackle,1977,1982
Nikita Whitlock,Fullback,2015,2015
Bob Whitlow,Center,1960,1968
Ken Whitlow,Center,1946,1946
Josh Whitman,Tight End,2001,2001
S.J. Whitman,Defensive Back,1951,1954
Vic Whitmarsh,End,1921,1921
Dave Whitmore,Defensive Back,1990,1995
Nat Whitmyer,Defensive Back,1963,1966
Donte Whitner,Defensive Back,2006,2016
Isaac Whitney,Wide Receiver,2017,2017
Dave Whitsell,Defensive Back,1958,1969
Fozzy Whittaker,Running back,2013,2017
Jace Whittaker,Cornerback,2020,2023
Alvis Whitted,Wide Receiver,1998,2006
Bobby Whitten,Guard,1981,1981
Todd Whitten,Quarterback,1987,1987
Jesse Whittenton,Defensive Back,1956,1964
Will Whitticker,Guard,2005,2005
Cary Whittingham,Linebacker,1987,1987
Fred Whittingham,Linebacker,1964,1971
Kyle Whittingham,Linebacker,1987,1987
Arthur Whittington,Running back,1978,1982
Bernard Whittington,Defensive End,1994,2002
C.L. Whittington,Defensive Back,1974,1978
Jordan Whittington,Wide Receiver,2024,2024
Mike Whittington,Linebacker,1980,1983
Jason Whittle,Guard,1998,2008
Ricky Whittle,Running back,1996,1996
Mike Whitwell,Defensive Back,1982,1983
Andrew Whitworth,Tackle,2006,2021
Josh Whyle,Tight End,2023,2024
Kerrith Whyte Jr,Running back,2019,2019
John Wiatrak,Center,1939,1939
Ossie Wiberg,Back,1927,1933
Murray Wichard,Nose Tackle,1987,1987
Cody Wichmann,Offensive Guard,2015,2016
Cole Wick,Tight End,2016,2018
Tom Wickert,Tackle,1974,1977
Lloyd Wickett,Tackle,1943,1946
Bob Wicks,Wide Receiver,1972,1974
Dontayvion Wicks,Wide Receiver,2023,2024
Ron Widby,Punter,1968,1973
Dave Widell,Center,1988,1998
Doug Widell,Guard,1989,1997
Chet Widerquist,Tackle,1923,1929
Bud Widick,Center,1924,1924
Corey Widmer,Linebacker,1992,1999
Ed Widseth,Tackle,1937,1940
Eric Wiegand,Center,1987,1987
Zach Wiegert,Guard,1995,2006
Casey Wiegmann,Center,1997,2011
Joe Wiehl,Tackle,1935,1935
Bob Wiese,Back,1947,1948
Heinie Wiesenbaugh,Back,1935,1936
Ray Wietecha,Center,1953,1962
Socko Wiethe,Guard,1939,1942
Paul Wiggin,Defensive End,1957,1967
James Wiggins,Safety,2021,2021
Jermaine Wiggins,Tight End,2000,2006
Kenny Wiggins,Tackle,2014,2020
Nate Wiggins,Cornerback,2024,2024
Paul Wiggins,Tackle,1997,1998
Gene Wiggs,Guard,1921,1921
Hubert Wiggs,Fullback,1921,1923
Bill Wightkin,Tackle,1950,1957
Kyle Wilber,Outside Linebacker,2012,2021
Ray Wilborn,Linebacker,2022,2022
John Wilbur,Guard,1966,1974
Barry Wilburn,Defensive Back,1985,1996
J.R. Wilburn,Flanker,1966,1970
Steve Wilburn,Defensive End,1987,1987
Mike Wilcher,Linebacker,1983,1991
Solomon Wilcots,Defensive Back,1987,1992
Daniel Wilcox,Tight End,2001,2008
Dave Wilcox+,Linebacker,1964,1974
Firpo Wilcox,Tackle,1926,1930
J.J. Wilcox,Safety,2013,2018
John Wilcox,Defensive Tackle,1960,1960
Josh Wilcox,Tight End,1998,1999
Mitchell Wilcox,Tight End,2021,2024
Ned Wilcox,Back,1926,1927
George Wilde,Halfback,1947,1947
Bert Wilder,Defensive End,1964,1967
Hal Wilder,Guard,1923,1923
James Wilder,Running back,1981,1990
Rachad Wildgoose,Cornerback,2021,2022
Brandon Wilds,Running back,2016,2018
Garnell Wilds,Defensive Back,2004,2005
Dick Wildung,Tackle,1946,1953
Matt Wile,Punter,2016,2019
Charles Wiley,Nose Tackle,1987,1987
Chuck Wiley,Defensive End,1999,2004
Jack Wiley,Tackle,1946,1950
Jared Wiley,Tight End,2024,2024
Marcellus Wiley,Defensive End,1997,2006
Michael Wiley,Running back,2000,2002
Ernest Wilford,Wide Receiver,2004,2010
Vince Wilfork,Nose Tackle,2004,2016
Erik Wilhelm,Quarterback,1989,1996
Matt Wilhelm,Outside Linebacker,2003,2010
Jonathan Wilhite,Defensive Back,2008,2011
Michael Wilhoite,Linebacker,2012,2017
Elmer Wilkens,End,1925,1925
Basil Wilkerson,End,1932,1934
Ben Wilkerson,Center,2006,2008
Bruce Wilkerson,Tackle,1987,1997
Daryl Wilkerson,Defensive End,1981,1981
Doug Wilkerson,Guard,1970,1984
Eric Wilkerson,Running back,1989,1989
Jimmy Wilkerson,Defensive End,2003,2010
Kristian Wilkerson,Wide Receiver,2020,2024
Muhammad Wilkerson,Defensive Tackle,2011,2018
Reggie Wilkes,Linebacker,1978,1987
Willie Wilkin,Tackle,1938,1946
Christian Wilkins,Defensive Lineman,2019,2024
David Wilkins,Defensive End,1992,1992
Dick Wilkins,End,1949,1954
Gabe Wilkins,Defensive End,1994,1999
Gary Wilkins,Tight End,1986,1991
Jeff Wilkins,Kicker,1994,2007
Jordan Wilkins,Running back,2018,2022
Marcus Wilkins,Outside Linebacker,2002,2007
Mazzi Wilkins,Defensive Back,2019,2021
Roy Wilkins,Linebacker,1958,1961
Terrence Wilkins,Wide Receiver,1999,2006
Bob Wilkinson,End,1951,1952
Dan Wilkinson,Defensive Tackle,1994,2006
Elijah Wilkinson,Offensive Tackle,2017,2024
Gerris Wilkinson,Outside Linebacker,2006,2010
Jerry Wilkinson,Defensive End,1979,1980
Jim Wilks,Defensive End,1981,1993
Erwin Will,Defensive Tackle,1965,1965
Jerrott Willard,Linebacker,1998,1998
Ken Willard,Running back,1965,1974
Henry Willegale,Back,1929,1929
Kenny Willekes,Defensive Lineman,2021,2021
Willert,Center,1922,1922
Norm Willey,Defensive End,1950,1957
Cole Willging,End,1934,1934
Gerald Willhite,Running back,1982,1988
Kevin Willhite,Running back,1987,1987
A.D. Williams,End,1959,1961
Aaron Williams,Defensive Back,2011,2016
Aeneas Williams+,Defensive Back,1991,2004
Al Williams,Wide Receiver,1987,1987
Alfred Williams,Defensive End,1991,1999
Allen Williams,Running back,1995,1995
Alonzo Williams,Running back,1987,1987
Andre Williams,Running back,2014,2017
Andrew Williams,Defensive End,2003,2004
Antonio Williams,Running back,2020,2022
Antwione Williams,Outside Linebacker,2016,2016
Armon Williams,Defensive Back,1997,1997
Avery Williams,Running back,2021,2024
Ben Williams,Defensive End,1976,1985
Ben Williams,Defensive Tackle,1998,1999
Bernard Williams,Tackle,1994,1994
Bert Williams,Linebacker,1987,1987
Billy Williams,Wide Receiver,1996,1996
Bob Williams,Quarterback,1951,1955
Bobbie Williams,Guard,2001,2012
Bobby Williams,Defensive Back,1966,1971
Boo Williams,Tight End,2001,2004
Boyd Williams,Center,1947,1947
Brandon Williams,Wide Receiver,2006,2007
Brandon Williams,Defensive End,2010,2010
Brandon Williams,Tight End,2013,2017
Brandon Williams,Defensive Tackle,2013,2022
Brandon Williams,Cornerback,2016,2020
Brent Williams,Defensive End,1986,1996
Brett Williams,Tackle,2004,2004
Brian Williams,Tight End,1982,1982
